district,year,institute_id,institute_name,program,gender,enrolled
Rurkela,2022,28e4e653-6d05-417a-96b3-c53b4b2327aa,Chilika Vocational College,Electrician,Male,279
Sambhalpur,2023,cd5afc3f-d06b-4dc5-8757-b52b2a28e8cd,Utkal ITI,Data Entry,Other,NaN
Puri,2021,5e1b914d-b549-4451-89b8-ff0a93e7d699,Jagannath Technical Institute,Fitter,Other,922
Sambhalpur,2021,4e8c378e-058c-45ca-9ecc-e184d4991725,Chilika Training Institute,Fitter,Other,218
Sambalpur,2024,509d612c-2359-4a56-a01f-15496823c869,Utkal Training Institute,Data Entry,Female,--
Rourkela,2017,941ec447-69cc-4010-b565-1938017cff67,Odisha Technical Institute,Electrician,Male,1207
Sambalpur,2016,6b36e98e-9146-4a8c-b87f-7210212e5fdd,Barabati ITI,Fitter,Male,1963
Bhubaneswar,2021,edc6722f-88a9-44a1-a211-5e1753b5af5a,Barabati Vocational College,Electrician,Male,--
Puri,2015,249b4a0e-1c1f-489f-9bd6-ed4a55741a55,Chilika Training Institute,Electrician,Female,--
Rourkela,2023,ddca4b45-0de2-4365-ac13-30dfd18432b5,Utkal ITI,Electrician,Male,275
Cuttackh,2023,c02d7852-205a-40de-8413-0c746bf49fd0,Barabati Technical Institute,Welder,Male,--
Cuttack,2015,b60199e4-6afa-4130-a035-7af57282e9b8,Nilachal Skills Center,Mechanic,Male,NaN
Puri,2020,f1d5181f-98e7-45ea-ade8-1ea27e002a34,Nilachal ITI,Mechanic,Female,152
Cuttackh,2018,b3c052a8-51cf-4712-bd5c-a81b3b3e0420,Odisha ITI,Mechanic,Other,NaN
Rourkela,2015,95952125-70db-45f9-9d27-d39d0593b210,Nilachal Technical Institute,Fitter,Female,1052
Bhubaneswar,2016,af50061f-41e5-41fe-b72b-b847c712823d,Cuttack Training Institute,Electrician,Male,--
Bhuvaneshwar,2024,23739fe7-ddd1-4868-84f0-3f5be09912de,Utkal Training Institute,Mechanic,Male,NaN
Rourkela,2023,1c392667-9355-4e00-a188-966e12acccff,Kalinga ITI,Data Entry,Female,154
Cuttack,2021,c8573376-de61-45bd-afe4-e2144d18f030,Odisha Training Institute,Mechanic,Female,2734
Bhubaneswar,2024,011e6a9d-e6aa-4fe6-9f0a-1c6ba8205206,Konark ITI,Data Entry,Female,--
Rurkela,2015,32256d64-c994-4eba-a5b8-5a8e2fa0bdbd,Utkal Technical Institute,Data Entry,Male,--
Bhubaneswar,2016,7622d679-7e51-471b-a49a-4f584aeedf72,Barabati Skills Center,Welder,Other,155
Rourkela,2023,b087e0e9-db66-4e25-bbe5-32188cd39b4e,Chilika Vocational College,Data Entry,Male,23
Sambhalpur,2016,ab0a9408-b301-4c84-9ac7-2a71ef56cb9e,Nilachal Technical Institute,Fitter,Other,22
Cuttack,2018,49709b55-0199-4165-b2f3-b59fbadc2d2d,Jagannath Skills Center,Mechanic,Other,17
Cuttack,2024,7e24a483-f8f3-43d1-984a-a3d5e92425d6,Kalinga ITI,Data Entry,Other,2397
Sambalpur,2020,dba3e45b-76b1-4e05-9136-7d62b9191ede,Konark Vocational College,Electrician,Other,--
Bhuvaneshwar,2021,1dc06c56-5fa2-4598-a30e-8584e09187e7,Cuttack Skills Center,Electrician,Other,10
Purry,2023,b2b7a188-4a93-43ba-850e-7e3add305848,Odisha Technical Institute,Fitter,Other,NaN
Bhuvaneshwar,2024,0633c388-757e-4b17-8d4b-e935a7caddeb,Konark Vocational College,Fitter,Male,1750
Sambhalpur,2024,9c68253f-a654-458b-baec-f60f341fe701,Barabati Skills Center,Data Entry,Male,NaN
Rurkela,2020,4ae8285c-17f6-44cf-a24a-d577879a67ac,Nilachal ITI,Electrician,Female,NaN
Sambhalpur,2021,d743a4cd-ae3e-4c98-8e35-490d73e99f68,Utkal Skills Center,Data Entry,Other,NaN
Rurkela,2023,f28f2eaf-fc2b-4b51-b199-2de9f263ba35,Utkal Technical Institute,Fitter,Female,--
Cuttack,2017,316ce558-3e36-4321-8630-169024de61bd,Bhubaneshwar ITI,Data Entry,Male,--
Rurkela,2020,e17e22cf-bb2b-4475-a525-c6d171d857b8,Kalinga Technical Institute,Electrician,Female,2887
Sambhalpur,2017,ed2ccc5a-0e5c-469b-b183-adf927f38c77,Cuttack Vocational College,Data Entry,Female,--
Cuttackh,2022,450cc687-b402-4e90-b2df-1a53914035e8,Cuttack Training Institute,Mechanic,Other,120
Cuttackh,2017,ec2adb5f-b7bf-4049-9064-5aa451106091,Jagannath Training Institute,Fitter,Female,NaN
Rourkela,2019,c414777b-6673-4343-bcfd-24be650b8d2c,Odisha Skills Center,Data Entry,Male,--
Rourkela,2017,653a8465-0302-4844-b1fd-053bbad70c04,Kalinga ITI,Data Entry,Female,1758
Rurkela,2019,383ee51f-a150-4dd7-a830-e63b327722a7,Nilachal Vocational College,Welder,Female,60
Sambhalpur,2024,dce683a6-d944-4ec9-a3ff-fc04abc041a3,Barabati Training Institute,Welder,Male,2285
Puri,2020,852d23cd-ced9-4eb2-bac2-a13bc8a8a522,Bhubaneshwar Training Institute,Mechanic,Other,--
Rourkela,2019,1ce20449-011c-453c-b351-6dac6d248547,Bhubaneshwar ITI,Data Entry,Other,2851
Sambalpur,2020,e21eb19b-2368-43c1-bd0a-5f40113ebdde,Nilachal Training Institute,Welder,Female,NaN
Purry,2019,06edd6bb-26cb-450a-9350-1f5bcb34dc5e,Barabati Technical Institute,Fitter,Male,78
Sambalpur,2015,0c8bf152-d74c-4860-b2fb-62c6d25b53f5,Jagannath Vocational College,Fitter,Male,NaN
Bhuvaneshwar,2015,ad071055-b854-4254-a35b-8688e42ef1b2,Barabati Vocational College,Welder,Other,--
Rurkela,2022,eb08fc43-80dd-4f64-8acc-2c22849b25b6,Odisha Skills Center,Electrician,Male,--
Cuttackh,2022,d12de8e2-6340-4148-a062-50f244b74a0b,Konark Skills Center,Mechanic,Female,2419
Bhubaneswar,2021,dea3352b-f6f5-46d1-85f2-b7ac40ccf2e8,Chilika ITI,Fitter,Male,NaN
Bhuvaneshwar,2023,fe2b7fe8-3460-40ec-b41b-36b58b0b0789,Cuttack ITI,Fitter,Other,--
Cuttack,2021,d95f9ea0-6c40-46e2-b667-7765c0b3713a,Odisha Training Institute,Mechanic,Other,1758
Rourkela,2015,618ae5f3-9385-4784-acfa-5a70738c410c,Kalinga Training Institute,Electrician,Female,219
Sambalpur,2015,826f2b7c-ca3c-4cf8-b26e-5ef705df756b,Kalinga Technical Institute,Fitter,Female,--
Rurkela,2019,b0fb843c-fa31-446b-b041-d9612a983f49,Chilika Skills Center,Fitter,Female,996
Sambhalpur,2022,7faf15be-67cc-4df3-9af1-cbf08a4e4e3f,Odisha Vocational College,Mechanic,Male,NaN
Rourkela,2016,15f697fd-a35c-49f7-bd74-f9d3b949c125,Kalinga Vocational College,Electrician,Male,NaN
Bhuvaneshwar,2020,023befcb-6195-44ec-b4f3-d38db28307d7,Chilika Vocational College,Fitter,Male,2127
Cuttack,2022,ad5b9058-a3de-437c-95e7-cbb3da10f64f,Nilachal ITI,Electrician,Male,NaN
Rurkela,2024,4939ef9b-ead7-4ec5-9b49-74a540d15c15,Kalinga Skills Center,Electrician,Female,--
Rurkela,2023,ea7dbecd-e06f-40d4-af53-5f89e401ce0f,Chilika Skills Center,Data Entry,Male,--
Puri,2017,8ff251cf-0626-4f70-a211-95229971e205,Jagannath ITI,Mechanic,Female,--
Cuttack,2024,6b57abec-eacf-4180-9ed7-3ae0fc415175,Bhubaneshwar Vocational College,Welder,Other,153
Cuttackh,2022,d57d5102-b716-4761-9179-703b47a99b30,Barabati Training Institute,Welder,Other,--
Cuttackh,2017,30137a80-ddf9-493a-9d1d-0eaa0d4fc743,Barabati Training Institute,Electrician,Female,67
Cuttack,2016,5e9d870c-9f23-403a-82f5-010a254429c6,Konark Training Institute,Data Entry,Male,103
Puri,2020,e87907ac-17f4-488c-9dfe-9121c37b2471,Chilika ITI,Welder,Male,--
Sambalpur,2019,5fcb995b-3714-40c3-ae37-1cff905d6a69,Odisha Skills Center,Mechanic,Other,--
Sambhalpur,2016,f8187871-a730-4128-932a-b0f60cc7754d,Odisha Training Institute,Data Entry,Male,--
Rurkela,2019,13d3743a-003b-4d6e-9fe7-13bae3d6f86e,Nilachal Training Institute,Welder,Male,NaN
Bhubaneswar,2021,4ab1ab59-54f0-4ec2-a61f-c0611bb85112,Konark Vocational College,Mechanic,Male,NaN
Sambalpur,2021,5850a652-79a6-470c-9c16-e6a26439a29b,Chilika Skills Center,Fitter,Other,92
Bhuvaneshwar,2015,b72423d6-87d5-492c-a64e-2b2dc97e4828,Bhubaneshwar ITI,Data Entry,Male,--
Cuttackh,2023,a46c9460-b55f-4e5d-a502-fd39b0e0565a,Jagannath Technical Institute,Welder,Male,--
Bhubaneswar,2024,0c7d5796-e0b5-4dd0-8a77-fcc00f5d1a02,Cuttack Vocational College,Mechanic,Other,2976
Rourkela,2023,bbd6ef33-861f-4ba0-b39f-e641377c15a4,Konark ITI,Mechanic,Female,NaN
Bhuvaneshwar,2017,c1e08486-a390-49f4-93bb-52ab8273400c,Jagannath Training Institute,Welder,Female,61
Puri,2017,492ce47f-0925-4906-bc3c-7b65ba6ecbfe,Nilachal Technical Institute,Electrician,Male,--
Sambhalpur,2018,0fae2755-1171-494f-a357-ba67415a16b4,Nilachal Skills Center,Data Entry,Male,105
Cuttack,2024,3df31349-459d-4fb5-8fba-42444827075f,Bhubaneshwar Skills Center,Mechanic,Other,2854
Sambhalpur,2015,628cdff8-67d9-48e4-993b-f230105a1242,Jagannath Technical Institute,Electrician,Female,113
Purry,2015,136ac2c8-5705-4ed4-824b-ef98e4c49882,Chilika Training Institute,Fitter,Male,NaN
Sambhalpur,2022,5486334b-d569-4a38-b6ac-f970afe6052b,Barabati Skills Center,Electrician,Male,1629
Rurkela,2019,a78f49f2-a261-46dc-85be-ac2f30e0ee79,Jagannath Skills Center,Electrician,Female,829
Cuttackh,2019,a54e5073-83da-4bc6-8641-baf61a600807,Odisha ITI,Welder,Other,--
Puri,2016,7544d3e6-4f6f-427a-ba31-1b7e379d2349,Nilachal Training Institute,Mechanic,Other,126
Bhuvaneshwar,2022,0cc8c807-8174-4096-9a2d-f2b151d9170e,Barabati Skills Center,Welder,Female,NaN
Cuttackh,2019,a3a01a1b-9fdc-46ea-8ac4-a07c32742991,Chilika Skills Center,Data Entry,Other,213
Bhubaneswar,2021,673fb5b0-ec13-4f07-9a65-5ef60313e3ef,Jagannath Technical Institute,Electrician,Female,NaN
Cuttackh,2020,61a59adc-5158-4b86-ae70-06f2842d85cc,Jagannath ITI,Fitter,Other,92
Bhubaneswar,2023,7cafd9ae-1c28-4b82-b287-68d148262846,Cuttack Vocational College,Welder,Male,NaN
Cuttack,2019,8c85af35-7367-42c7-90cd-e5c3d73e5632,Nilachal ITI,Data Entry,Male,--
Cuttack,2015,f649ff09-1759-41ea-893d-4e374323bc6a,Chilika Vocational College,Welder,Other,2496
Rurkela,2023,279edbac-0986-4e01-9bb2-e446ed592398,Nilachal Training Institute,Mechanic,Male,296
Rurkela,2024,e9721813-ca51-4e9e-b66c-46ebe379cc86,Chilika Skills Center,Welder,Female,2353
Puri,2024,e5bfca33-67a0-4eec-9a4b-0992a834f352,Jagannath Technical Institute,Mechanic,Other,646
Sambhalpur,2017,8f0a89a5-b1a4-475d-86f1-06d99b3716cf,Jagannath Technical Institute,Data Entry,Other,--
Cuttack,2021,7bd5ea4d-3446-4700-b40a-6f51a555a445,Bhubaneshwar Technical Institute,Fitter,Male,191
Bhuvaneshwar,2022,17e9a413-6f99-4420-9a53-1cf9b3a45d11,Jagannath Technical Institute,Welder,Male,1956
Cuttack,2021,ed871e96-8415-4038-9da5-f6751b50e4d6,Utkal ITI,Electrician,Female,--
Cuttack,2023,cc80543a-fb1f-45e8-ac9e-7b8763a6b06f,Jagannath Training Institute,Mechanic,Male,158
Purry,2016,1ce1f3af-6c22-467b-ba4e-df5a8471a52c,Chilika Training Institute,Fitter,Male,NaN
Puri,2023,78536a36-923f-40d7-9199-9d5f15ced849,Utkal Technical Institute,Mechanic,Female,--
Puri,2019,70443480-62a8-4555-94e4-085ed39c2bfc,Barabati Training Institute,Electrician,Other,NaN
Rurkela,2021,b67a8172-bc60-4788-9442-ae6b5b330f17,Kalinga Skills Center,Welder,Male,1216
Cuttack,2021,32ff2dc2-a9fb-4d74-b3b3-f4458574fb9c,Nilachal Skills Center,Fitter,Female,--
Sambalpur,2023,79fb464e-10cf-403f-a9f0-517b28eab54a,Chilika ITI,Welder,Female,95
Bhuvaneshwar,2019,5223111f-b82b-4912-8aab-d482deaa3d09,Kalinga Skills Center,Fitter,Male,--
Sambalpur,2020,f83ac1f5-5534-477d-8730-8155dd65fdf2,Nilachal Training Institute,Welder,Male,--
Rurkela,2017,5ffb0456-3516-4066-894b-984ffaa26a9e,Cuttack Technical Institute,Welder,Other,--
Sambhalpur,2018,a4c487d5-5b46-4364-816d-ea2630890e76,Konark ITI,Fitter,Male,1303
Cuttackh,2020,5907f268-968b-42cc-9125-32b38a03abeb,Bhubaneshwar Technical Institute,Fitter,Female,149
Puri,2023,b4a17f7a-7092-40bc-93c0-0a596c070379,Utkal ITI,Welder,Male,NaN
Puri,2020,3f35bd0d-5e9f-40f8-8ba1-740726633334,Barabati Vocational College,Electrician,Male,62
Rourkela,2020,fcc584be-3d4a-4466-b3ac-ca685d5ffefd,Odisha Vocational College,Data Entry,Male,NaN
Sambhalpur,2019,97e058b9-a7f8-4f02-9418-bc473f59dfa0,Cuttack Skills Center,Mechanic,Male,1098
Cuttack,2023,29c08f29-8259-4c87-82d6-7063c53d1c46,Cuttack Training Institute,Electrician,Other,--
Rurkela,2016,66722dfa-634d-4c50-a8c2-cbfc484411ef,Bhubaneshwar ITI,Mechanic,Male,152
Puri,2019,77d70311-1821-4551-a45b-d570a8d23fe2,Utkal Skills Center,Electrician,Female,38
Rourkela,2024,7b62e628-b34d-4ab6-86da-d79be7c9b4b3,Bhubaneshwar Technical Institute,Welder,Male,234
Cuttack,2024,11087e17-0b16-465d-8f3f-329b55cc7625,Kalinga ITI,Welder,Male,--
Purry,2015,d07b7724-8a17-400a-948b-525aae6af388,Konark ITI,Fitter,Male,2779
Sambalpur,2018,6d817b6b-6ce1-4dee-add4-f2094486fb1b,Bhubaneshwar Technical Institute,Electrician,Other,NaN
Rurkela,2022,de773d4f-9ad1-4cac-bc20-ecf58c4d33b5,Utkal Technical Institute,Mechanic,Male,--
Sambalpur,2023,dffe2dbc-d095-45bb-8119-d5d33540a26d,Kalinga Technical Institute,Electrician,Male,227
Bhuvaneshwar,2015,26d0e3c4-01a7-4e0a-b3d0-13fdc6c00a8a,Konark ITI,Mechanic,Female,204
Sambalpur,2024,345aac28-5749-477e-83f3-c616c9e7cab3,Konark Technical Institute,Electrician,Male,--
Sambhalpur,2018,7647547c-d363-48f4-a6a4-ab122857d66d,Odisha Technical Institute,Fitter,Female,--
Bhubaneswar,2021,625e1ea8-c102-4a6e-ba9f-143b2dc3d6a2,Kalinga ITI,Data Entry,Other,1612
Bhubaneswar,2015,cfa57f25-8f67-4b46-97af-d8f26e1450f9,Cuttack Technical Institute,Electrician,Other,--
Bhubaneswar,2018,51105a80-414a-465f-b8d3-9674a5b8a9ec,Bhubaneshwar Technical Institute,Mechanic,Female,101
Bhuvaneshwar,2021,cf9e18eb-5ef8-4d15-a352-170111d36d40,Cuttack ITI,Data Entry,Male,--
Sambhalpur,2021,2a23a71c-0fac-451f-b5ca-7315bd185220,Cuttack ITI,Mechanic,Male,NaN
Rourkela,2023,849267cb-dff2-4807-a033-3e8151e745ff,Konark Skills Center,Electrician,Male,--
Rourkela,2020,6d2d1441-4cc1-47af-b181-dd0c5ee0bc37,Utkal Skills Center,Welder,Male,NaN
Cuttack,2017,01218ca8-3d11-4205-b7e1-40711b434750,Chilika ITI,Welder,Male,71
Sambalpur,2020,d1748912-7794-458e-8b5b-bbfdcdc54cae,Bhubaneshwar Training Institute,Welder,Female,98
Bhubaneswar,2021,01f59deb-ea4e-42dd-b0fe-135430c0e64a,Nilachal Skills Center,Data Entry,Other,NaN
Rourkela,2019,ec81f021-9076-47b4-aa85-5d668900f547,Bhubaneshwar Skills Center,Fitter,Other,NaN
Puri,2022,b8d8f1ab-e2d0-4788-a004-0a2678ce872d,Nilachal Skills Center,Welder,Male,2299
Rurkela,2022,74e8fa93-a38f-4315-820a-80acd7a5914a,Chilika Vocational College,Electrician,Other,--
Puri,2017,8e39d3e8-3948-4a8a-9422-7f59c3f97e60,Utkal ITI,Data Entry,Other,--
Bhuvaneshwar,2020,2abb1647-d838-4f30-b70b-da21dd728d56,Odisha Skills Center,Mechanic,Other,--
Purry,2016,79a130ba-cb19-44d0-bbd9-0579f33bc9d7,Konark Skills Center,Electrician,Other,NaN
Puri,2023,bf348ab6-eb7b-4ad8-b4b4-96507819bc81,Kalinga ITI,Data Entry,Female,1228
Sambhalpur,2021,1ef15fc1-1daf-431b-8173-7ba6f33b7c4e,Cuttack Vocational College,Data Entry,Other,247
Bhuvaneshwar,2024,4ae09629-8052-4055-828c-708de0fa546a,Kalinga Skills Center,Mechanic,Other,NaN
Rourkela,2021,b17bb800-20d6-497c-91ac-914923e4b52d,Jagannath ITI,Data Entry,Other,NaN
Puri,2016,8103265e-a708-4c37-bb11-37b3bb84517e,Utkal Training Institute,Data Entry,Female,--
Sambhalpur,2021,0047dfb9-32cb-4f74-a3d2-d733ebea2850,Cuttack Technical Institute,Electrician,Female,NaN
Cuttackh,2023,0234eddf-0fbd-4e7f-9a40-013bc7bd5595,Cuttack Training Institute,Data Entry,Female,--
Cuttack,2024,257c3b02-153b-449a-a84b-5e24714d466c,Konark ITI,Mechanic,Other,814
Rurkela,2016,243d0405-d3c8-44d6-8c4d-007312bc2507,Nilachal Skills Center,Fitter,Male,--
Cuttack,2020,240c4622-4756-428e-9b88-5d27b7614545,Jagannath ITI,Welder,Other,1269
Bhubaneswar,2017,4a4ef6c1-acd5-4138-8b92-71283186bbb9,Konark Training Institute,Data Entry,Other,101
Bhuvaneshwar,2023,ad84fd1a-e371-4388-b773-83357d25eadb,Bhubaneshwar Technical Institute,Data Entry,Male,--
Rourkela,2016,bd25e347-594a-4000-8d44-ab64f6dd2650,Cuttack Technical Institute,Welder,Female,686
Cuttack,2019,d257b49c-d948-4f57-bbc1-f7cba89d145c,Kalinga ITI,Data Entry,Male,--
Sambhalpur,2017,fc46d1b7-7270-4707-a986-ee52b115d7e2,Kalinga Technical Institute,Data Entry,Female,--
Sambalpur,2020,9e79a387-c1e4-44fb-980c-2ae3783b0d47,Chilika Vocational College,Data Entry,Other,--
Cuttackh,2020,b6397107-c8a0-4691-ad8c-24b2d58f5a8a,Kalinga Technical Institute,Mechanic,Other,266
Sambhalpur,2022,1ecc9af6-ef46-4612-ad5c-8842e73e153d,Cuttack ITI,Electrician,Male,--
Rurkela,2020,a1827433-9522-4da1-9462-39dead87f3d7,Jagannath Skills Center,Welder,Other,--
Purry,2015,5d61362d-604e-46b1-9bbb-efac79885901,Odisha Skills Center,Mechanic,Female,2267
Cuttackh,2023,5990e243-6f3b-4e35-9c23-513db5b3ecb5,Bhubaneshwar ITI,Data Entry,Female,1602
Rurkela,2017,c508c7e7-6713-450d-a615-32bbc599f9ca,Barabati Training Institute,Mechanic,Female,--
Cuttackh,2020,0a6ac930-4bc6-4ea5-a81e-c744748bd9d3,Cuttack ITI,Electrician,Male,1083
Puri,2016,ae672648-b932-4b84-9c01-a3459b751b4f,Bhubaneshwar Technical Institute,Welder,Male,--
Rourkela,2018,3c0a12c6-dacd-40ba-8625-dbc060ac34f2,Nilachal Technical Institute,Electrician,Male,--
Sambalpur,2024,441982d6-c76b-45ad-899e-52b531dc8958,Kalinga Skills Center,Electrician,Female,27
Cuttackh,2018,b6a16061-9d70-42c1-8478-9ccf041dac52,Nilachal Vocational College,Fitter,Male,2564
Rurkela,2015,efa8c7a7-2956-4c67-a6ff-b2a15ddc7abb,Odisha ITI,Electrician,Male,92
Cuttack,2018,f1e9f9bd-4813-4734-96f1-bb12d2f98849,Nilachal Technical Institute,Data Entry,Other,NaN
Bhubaneswar,2023,613ea092-aca9-4f9e-bc85-9916236ed0d0,Konark Skills Center,Mechanic,Male,1128
Sambhalpur,2022,323f2ffd-5d51-4a84-b66f-fffeaea16edd,Utkal Vocational College,Data Entry,Female,NaN
Purry,2017,3346412d-9fc7-45e4-b57a-0380c7c3cb29,Odisha Training Institute,Data Entry,Male,--
Cuttackh,2023,208f2390-2eab-453e-b1ce-8621f50a455f,Bhubaneshwar Technical Institute,Welder,Male,51
Sambhalpur,2024,1370b983-9457-40a5-9697-201fd6794fe3,Odisha Training Institute,Data Entry,Male,--
Rurkela,2020,fbec4b87-3e6e-4d2c-8224-b70ec29f06c7,Jagannath ITI,Mechanic,Other,2479
Bhuvaneshwar,2016,756a64f9-0366-489e-b413-5c649faf30fd,Jagannath Training Institute,Mechanic,Male,59
Sambalpur,2017,48d5e760-b17a-4315-9ca1-eca40570b7f6,Kalinga Technical Institute,Mechanic,Other,NaN
Rourkela,2022,6bdc8206-3e45-49c1-abf8-96587a6dfc6d,Bhubaneshwar Vocational College,Electrician,Male,1731
Sambalpur,2024,55a6b3ef-1d30-42ee-8323-aba40cd14fc1,Odisha Training Institute,Welder,Male,1703
Rurkela,2018,9634d83f-a3fa-49c2-89e1-16b97e2ae0da,Barabati Technical Institute,Fitter,Other,197
Rourkela,2021,f1d6d202-e86a-4ba5-9526-52ea1d4211f8,Cuttack Training Institute,Mechanic,Female,NaN
Cuttackh,2023,b3bcc2da-bec6-4834-8982-211e54292824,Konark Vocational College,Mechanic,Other,760
Bhubaneswar,2017,659f86ba-11b9-456c-8b3a-2953189f6e7e,Nilachal Vocational College,Welder,Other,49
Sambhalpur,2017,26c1a108-e8d6-4cf7-942c-80a2b5767c1a,Odisha Training Institute,Fitter,Female,2203
Bhubaneswar,2016,8100dc08-07dd-4bf3-8248-256f6b47738a,Utkal Skills Center,Mechanic,Female,--
Purry,2021,5941109a-66bd-483a-a271-e3be085ecfbc,Chilika ITI,Data Entry,Other,2141
Sambalpur,2023,357cc20c-b7bf-4181-9262-d5ac8f7e91de,Barabati Skills Center,Fitter,Male,2236
Rourkela,2020,77fe7355-d83d-46ae-82fb-c4a0ab5f69c9,Cuttack Technical Institute,Mechanic,Male,--
Bhuvaneshwar,2022,74a9b142-990e-4a80-9615-6797e8e465ae,Utkal Technical Institute,Fitter,Female,--
Cuttackh,2021,da98948d-eb23-4938-8e6a-0b5edd0f73e8,Cuttack Technical Institute,Welder,Male,--
Sambhalpur,2017,49fd5ee5-5192-4fa7-b87c-fb13340bffcb,Barabati Training Institute,Welder,Other,2478
Cuttack,2017,34ff0001-b6b7-426d-8019-cce781f21460,Konark Training Institute,Welder,Male,47
Bhubaneswar,2015,16d9aa91-e4f9-4c65-bdf3-7d455bb0273f,Bhubaneshwar Skills Center,Mechanic,Female,1372
Bhubaneswar,2020,489fc777-1b98-44c5-afd8-178299a1a943,Kalinga Vocational College,Electrician,Male,--
Bhuvaneshwar,2024,91f453b6-78d4-43ab-a725-be2592095726,Bhubaneshwar Skills Center,Mechanic,Female,2970
Rurkela,2023,62684b43-408c-480d-9175-b167175ec2b5,Barabati Technical Institute,Fitter,Female,NaN
Bhuvaneshwar,2020,b5fc4489-e570-4947-b865-871a3e12400c,Chilika ITI,Mechanic,Other,105
Purry,2018,fc25c2dc-69c5-4a32-ac93-993b815f1816,Kalinga ITI,Fitter,Female,NaN
Bhuvaneshwar,2016,489c0d72-da62-4326-a328-9f93a231a9d9,Cuttack Skills Center,Mechanic,Male,--
Purry,2021,cff3bf72-3d74-48cc-94ed-db5aadc47057,Utkal Vocational College,Electrician,Other,--
Purry,2020,3529c231-e068-4f19-85df-c5bb27e04d66,Odisha Training Institute,Mechanic,Female,116
Bhubaneswar,2017,f320194e-feb2-4833-b141-dd1317745bc2,Utkal Training Institute,Data Entry,Male,735
Rourkela,2021,d139b53f-2382-4ff9-b153-09217eaed43c,Konark ITI,Fitter,Female,298
Purry,2017,5d67ef18-6c5c-4ffe-a85c-f0b7a84b588e,Nilachal ITI,Welder,Other,673
Cuttack,2019,245942f9-84b8-4cb2-8757-95ba2570d104,Kalinga Vocational College,Welder,Female,1997
Rourkela,2024,55443efb-89e9-4343-a491-83fb4f74edc2,Chilika Vocational College,Welder,Female,1390
Cuttackh,2016,979d5820-e393-4344-9bba-4c4f438cf5de,Kalinga Vocational College,Mechanic,Male,149
Puri,2022,b87984be-fd0e-4b7b-aa9c-37e3e6d1fdde,Chilika ITI,Electrician,Female,278
Cuttack,2016,4a43e10c-20e7-4702-ab78-b4537f80dbce,Nilachal Skills Center,Welder,Female,--
Cuttackh,2020,08cd4ced-cf93-4908-8a15-f79a00ab4b07,Jagannath ITI,Mechanic,Male,98
Bhubaneswar,2016,ace08b86-bc11-430a-a16d-ac5bb06fcf8c,Bhubaneshwar Technical Institute,Fitter,Other,--
Bhuvaneshwar,2019,8bcd7eb4-0552-4111-a428-f9e0a8677ad1,Cuttack Technical Institute,Mechanic,Male,NaN
Cuttack,2017,161bbc03-0cb4-44d4-aa00-8ba56420a286,Chilika Skills Center,Welder,Male,NaN
Cuttack,2016,60826fe9-bf0c-4693-aaa2-58644ddfabf5,Nilachal ITI,Welder,Other,NaN
Cuttackh,2022,16052cda-51d3-4ded-8478-c8cdca37973b,Kalinga ITI,Electrician,Female,600
Sambalpur,2016,c4044523-8f39-48f3-862a-9d3196d7aa01,Nilachal Training Institute,Mechanic,Female,2962
Cuttack,2019,d2eb35a1-355e-4329-87a1-31685681f41d,Jagannath Training Institute,Mechanic,Female,509
Sambhalpur,2023,1d529926-e09e-4c95-bed9-907d24ab6f4d,Utkal Technical Institute,Electrician,Male,134
Sambalpur,2019,33f272b2-a6d5-4800-b450-d66c6690a17c,Chilika Technical Institute,Fitter,Female,256
Bhubaneswar,2023,a51c67a2-e10d-4cfd-8e98-ddb8bac93cc8,Kalinga Training Institute,Fitter,Other,--
Rourkela,2015,fd04a25c-32b9-4acd-b9b9-c6d4b231e7d7,Barabati Vocational College,Fitter,Female,--
Cuttack,2024,6bba1c76-e60a-4da1-91fd-198f3c0657a9,Nilachal ITI,Fitter,Other,--
Rourkela,2022,3791ed72-e8d9-4d15-a7cb-e0b3d852f3b5,Konark Training Institute,Electrician,Other,--
Purry,2021,c33b88b0-b677-4cbe-9928-662561a2bcaa,Jagannath Technical Institute,Data Entry,Female,--
Sambhalpur,2024,cfd3aab2-3365-425b-a592-2f7ad525aa88,Utkal Vocational College,Fitter,Other,90
Sambalpur,2024,0ee70218-e836-48fe-96e3-84c4034b0549,Bhubaneshwar Training Institute,Welder,Male,NaN
Sambhalpur,2021,96de8576-09a7-45f9-b8ee-05310e8eaab3,Barabati Technical Institute,Electrician,Other,NaN
Bhubaneswar,2015,985e4886-d21d-4696-86bd-20ac0d6b15ec,Nilachal Skills Center,Electrician,Other,--
Puri,2021,8d94508a-10e3-4e3b-bc1b-999b96b16459,Nilachal Vocational College,Mechanic,Female,229
Sambhalpur,2016,ba246f05-1d2c-4ae2-8562-f3ab71808487,Utkal ITI,Fitter,Female,637
Puri,2023,4f49fa99-f0c5-4bf8-8f3e-297f00e8c059,Konark ITI,Mechanic,Other,101
Sambhalpur,2021,f798e193-881d-4168-92ee-5de5da860c3a,Kalinga Technical Institute,Welder,Female,NaN
Rourkela,2019,a4c956c8-86d7-4a32-ac69-da1d0b7b9c01,Cuttack Technical Institute,Welder,Female,1041
Rourkela,2018,55ff0129-3b0b-4957-b2c7-6b30fb7e6256,Chilika Vocational College,Data Entry,Female,191
